x,Ser Millis,PPS Millis,,,
1206,1216512,1216073,,,
1207,1217490,1217074,,,
1208,1218506,1218074,,,
1209,1219494,1219075,,,
1210,1220481,1220075,,,
1211,1221528,1221075,,,
1212,1222504,1222076,,,
1213,1223522,1223076,,,
1214,1224521,1224077,,,
1215,1225530,1225077,,,
1216,1226569,1226078,,,
1217,1227522,1227078,,,
1218,1228521,1228079,,,
1219,1229470,1229079,,,
1220,1230530,1230080,,,
1221,1231467,1231080,,,
1222,1232459,1232081,,,
1223,1233453,1233082,,,
1224,1234472,1234082,,,
1225,1235462,1235083,,,
1226,1236473,1236083,,,
1227,1237520,1237084,,,
1228,1238519,1238084,,,
1229,1239510,1239085,,,
1230,1240527,1240085,,,
1231,1241484,1241085,,,
1232,1242484,1242086,,,
1233,1243459,1243086,,,
1234,1244502,1244087,,,
1235,1245466,1245087,,,
1236,1246489,1246088,,,
1237,1247535,1247088,,,
1238,1248533,1248089,,,
1239,1249538,1249089,,,
1240,1250478,1250089,,,
1241,1251477,1251090,,,
1242,1252484,1252090,,,
1243,1253468,1253091,,,
1244,1254468,1254091,,,
1245,1255468,1255092,,,
1246,1256496,1256092,,,
1247,1257488,1257093,,,
1248,1258518,1258093,,,
1249,1259537,1259094,,,
1250,1260537,1260094,,,
1251,1261529,1261094,,,
1252,1262496,1262096,,,
1253,1263478,1263096,,,
1254,1264542,1264097,,,
1255,1265543,1265097,,,
1256,1266496,1266098,,,
1257,1267538,1267098,,,
1258,1268504,1268099,,,
1259,1269459,1269099,,,
1260,1270445,1270099,,,
1261,1271455,1271100,,,
1262,1272436,1272100,,,
1263,1273437,1273101,,,
1264,1274447,1274101,,,
1265,1275454,1275102,,,
1266,1276438,1276102,,,
1267,1277449,1277103,,,
1268,1278447,1278103,,,
1269,1279452,1279104,,,
1270,1280475,1280104,,,
1271,1281503,1281104,,,
1272,1282502,1282105,,,
1273,1283486,1283105,,,
1274,1284492,1284106,,,
1275,1285499,1285106,,,
1276,1286514,1286107,,,
1277,1287448,1287107,,,
1278,1288460,1288108,,,
1279,1289484,1289108,,,
1280,1290480,1290108,,,
1281,1291484,1291109,,,
1282,1292495,1292110,,,
1283,1293497,1293111,,,
1284,1294538,1294111,,,
1285,1295490,1295112,,,
1286,1296502,1296112,,,
1287,1297491,1297113,,,
1288,1298483,1298113,,,
1289,1299492,1299113,,,
1290,1300493,1300114,,,
1291,1301484,1301114,,,
1292,1302589,1302115,,,
1293,1303572,1303115,,,
1294,1304589,1304116,,,
1295,1305573,1305116,,,
1296,1306578,1306117,,,
1297,1307581,1307117,,,
1298,1308603,1308118,,,
1299,1309549,1309118,,,
1300,1310605,1310118,,,
1301,1311539,1311119,,,
1302,1312536,1312119,,,
1303,1313527,1313120,,,
1304,1314539,1314120,,,
1305,1315527,1315121,,,
1306,1316550,1316121,,,
1307,1317542,1317122,,,
1308,1318542,1318122,,,
1309,1319541,1319122,,,
1310,1320525,1320123,,,
1311,1321542,1321124,,,
1312,1322543,1322125,,,
1313,1323584,1323125,,,
1314,1324578,1324126,,,
1315,1325586,1325126,,,
1316,1326579,1326127,,,
1317,1327580,1327127,,,
1318,1328533,1328128,,,
1319,1329593,1329128,,,
1320,1330540,1330128,,,
1321,1331578,1331129,,,
1322,1332542,1332129,,,
1323,1333494,1333130,,,
1324,1334521,1334130,,,
1325,1335501,1335131,,,
1326,1336503,1336131,,,
1327,1337490,1337132,,,
1328,1338499,1338132,,,
1329,1339508,1339132,,,
1330,1340520,1340133,,,
1331,1341509,1341133,,,
1332,1342492,1342134,,,
1333,1343522,1343134,,,
1334,1344557,1344135,,,
1335,1345544,1345135,,,
1336,1346572,1346136,,,
1337,1347565,1347136,,,
1338,1348561,1348136,,,
1339,1349492,1349137,,,
1340,1350555,1350137,,,
1341,1351496,1351139,,,
1342,1352569,1352139,,,
1343,1353538,1353140,,,
1344,1354535,1354140,,,
1345,1355581,1355141,,,
1346,1356557,1356141,,,
1347,1357550,1357142,,,
1348,1358578,1358142,,,
1349,1359556,1359142,,,
1350,1360575,1360143,,,
1351,1361559,1361143,,,
1352,1362578,1362144,,,
1353,1363558,1363144,,,
1354,1364579,1364145,,,
1355,1365628,1365145,,,
1356,1366630,1366146,,,
1357,1367630,1367146,,,
1358,1368626,1368146,,,
1359,1369607,1369147,,,
1360,1370641,1370147,,,
1361,1371611,1371148,,,
1362,1372631,1372148,,,
1363,1373632,1373149,,,
1364,1374588,1374149,,,
1365,1375572,1375150,,,
1366,1376596,1376150,,,
1367,1377593,1377150,,,
1368,1378591,1378151,,,
1369,1379581,1379151,,,
1370,1380579,1380152,,,
1371,1381578,1381153,,,
1372,1382595,1382154,,,
1373,1383586,1383154,,,
1374,1384572,1384155,,,
1375,1385579,1385155,,,
1376,1386627,1386156,,,
1377,1387565,1387156,,,
1378,1388591,1388156,,,
1379,1389565,1389157,,,
1380,1390583,1390157,,,
1381,1391627,1391158,,,
1382,1392624,1392158,,,
1383,1393582,1393159,,,
1384,1394592,1394159,,,
1385,1395618,1395160,,,
1386,1396617,1396160,,,
1387,1397620,1397160,,,
1388,1398630,1398161,,,
1389,1399579,1399161,,,
1390,1400620,1400162,,,
1391,1401585,1401162,,,
1392,1402568,1402163,,,
1393,1403586,1403163,,,
1394,1404587,1404164,,,
1395,1405587,1405164,,,
1396,1406588,1406164,,,
1397,1407641,1407165,,,
1398,1408608,1408165,,,
1399,1409612,1409166,,,
1400,1410597,1410167,,,
1401,1411591,1411168,,,
1402,1412663,1412168,,,
1403,1413643,1413169,,,
1404,1414633,1414169,,,
1405,1415596,1415170,,,
1406,1416645,1416170,,,
1407,1417624,1417170,,,
1408,1418661,1418171,,,
1409,1419709,1419171,,,
1410,1420587,1420172,,,
1411,1421581,1421172,,,
1412,1422585,1422173,,,
1413,1423605,1423173,,,
1414,1424616,1424174,,,
1415,1425602,1425174,,,
1416,1426577,1426174,,,
1417,1427602,1427175,,,
1418,1428647,1428175,,,
1419,1429586,1429176,,,
1420,1430598,1430176,,,
1421,1431584,1431177,,,
1422,1432603,1432177,,,
1423,1433648,1433178,,,
1424,1434599,1434178,,,
1425,1435643,1435179,,,
1426,1436614,1436179,,,
1427,1437644,1437179,,,
1428,1438651,1438180,,,
1429,1439651,1439180,,,
1430,1440653,1440182,,,
1431,1441588,1441182,,,
1432,1442617,1442183,,,
1433,1443588,1443183,,,
1434,1444605,1444184,,,
1435,1445610,1445184,,,
1436,1446608,1446184,,,
1437,1447599,1447185,,,
1438,1448667,1448185,,,
1439,1449711,1449186,,,
1440,1450622,1450186,,,
1441,1451604,1451187,,,
1442,1452609,1452187,,,
1443,1453623,1453188,,,
1444,1454735,1454188,,,
1445,1455679,1455188,,,
1446,1456714,1456189,,,
1447,1457613,1457189,,,
1448,1458724,1458190,,,
1449,1459653,1459190,,,
1450,1460676,1460191,,,
1451,1461666,1461191,,,
1452,1462602,1462192,,,
1453,1463662,1463192,,,
1454,1464672,1464193,,,
1455,1465656,1465193,,,
1456,1466610,1466193,,,
1457,1467598,1467194,,,
1458,1468618,1468194,,,
1459,1469693,1469196,,,
1460,1470739,1470196,,,
1461,1471681,1471197,,,
1462,1472706,1472197,,,
1463,1473676,1473198,,,
1464,1474685,1474198,,,
1465,1475740,1475198,,,
1466,1476702,1476199,,,
1467,1477692,1477199,,,
1468,1478706,1478200,,,
1469,1479634,1479200,,,
1470,1480585,1480201,,,
1471,1481603,1481201,,,
1472,1482602,1482202,,,
1473,1483602,1483202,,,
1474,1484615,1484203,,,
1475,1485604,1485203,,,
1476,1486588,1486203,,,
1477,1487604,1487204,,,
1478,1488605,1488204,,,
1479,1489607,1489205,,,
1480,1490619,1490205,,,
1481,1491635,1491206,,,
1482,1492698,1492206,,,
1483,1493634,1493207,,,
1484,1494712,1494207,,,
1485,1495610,1495207,,,
1486,1496665,1496208,,,
1487,1497592,1497208,,,
1488,1498603,1498209,,,
1489,1499594,1499210,,,
1490,1500608,1500211,,,
1491,1501591,1501211,,,
1492,1502602,1502212,,,
1493,1503640,1503212,,,
1494,1504640,1504212,,,
1495,1505592,1505213,,,
1496,1506638,1506213,,,
1497,1507602,1507214,,,
1498,1508619,1508214,,,
1499,1509608,1509215,,,
1500,1510599,1510215,,,
1501,1511609,1511216,,,
1502,1512720,1512216,,,
1503,1513659,1513217,,,
1504,1514672,1514217,,,
1505,1515644,1515217,,,
1506,1516602,1516218,,,
1507,1517665,1517218,,,
1508,1518610,1518219,,,
1509,1519655,1519219,,,
1510,1520625,1520220,,,
1511,1521602,1521220,,,
1512,1522622,1522221,,,
1513,1523619,1523221,,,
1514,1524648,1524221,,,
1515,1525663,1525222,,,
1516,1526626,1526222,,,
1517,1527610,1527223,,,
1518,1528595,1528224,,,
1519,1529610,1529225,,,
1520,1530611,1530225,,,
1521,1531612,1531226,,,
1522,1532624,1532226,,,
1523,1533651,1533227,,,
1524,1534623,1534227,,,
1525,1535654,1535227,,,
1526,1536666,1536228,,,
1527,1537584,1537228,,,
1528,1538638,1538229,,,
1529,1539585,1539229,,,
1530,1540557,1540230,,,
1531,1541588,1541230,,,
1532,1542562,1542231,,,
1533,1543568,1543231,,,
1534,1544597,1544231,,,
1535,1545631,1545232,,,
1536,1546614,1546232,,,
1537,1547578,1547233,,,
1538,1548563,1548233,,,
1539,1549576,1549234,,,
1540,1550576,1550234,,,
1541,1551578,1551235,,,
1542,1552577,1552235,,,
1543,1553603,1553235,,,
1544,1554671,1554236,,,
1545,1555652,1555236,,,
1546,1556681,1556237,,,
1547,1557671,1557238,,,
1548,1558614,1558239,,,
1549,1559655,1559239,,,
1550,1560653,1560240,,,
1551,1561647,1561240,,,
1552,1562665,1562241,,,
1553,1563669,1563241,,,
1554,1564680,1564241,,,
1555,1565661,1565242,,,
1556,1566705,1566242,,,
1557,1567722,1567243,,,
1558,1568664,1568243,,,
1559,1569654,1569244,,,
1560,1570671,1570244,,,
1561,1571674,1571245,,,
1562,1572674,1572245,,,
1563,1573675,1573245,,,
1564,1574684,1574246,,,
1565,1575709,1575246,,,
1566,1576682,1576247,,,
1567,1577671,1577247,,,
1568,1578732,1578248,,,
1569,1579688,1579248,,,
1570,1580726,1580249,,,
1571,1581669,1581249,,,
1572,1582715,1582249,,,
1573,1583747,1583250,,,
1574,1584670,1584250,,,
1575,1585721,1585251,,,
1576,1586698,1586252,,,
1577,1587678,1587253,,,
1578,1588677,1588253,,,
1579,1589680,1589254,,,
1580,1590687,1590254,,,
1581,1591669,1591255,,,
1582,1592700,1592255,,,
1583,1593690,1593255,,,
1584,1594674,1594256,,,
1585,1595673,1595256,,,
1586,1596635,1596257,,,
1587,1597635,1597257,,,
1588,1598654,1598258,,,
1589,1599688,1599258,,,
1590,1600690,1600259,,,
1591,1601703,1601259,,,
1592,1602699,1602259,,,
1593,1603689,1603260,,,
1594,1604704,1604260,,,
1595,1605660,1605261,,,
1596,1606643,1606261,,,
1597,1607647,1607262,,,
1598,1608700,1608262,,,
1599,1609639,1609263,,,
1600,1610652,1610263,,,
1601,1611650,1611264,,,
1602,1612692,1612264,,,
1603,1613656,1613264,,,
1604,1614635,1614265,,,
1605,1615611,1615266,,,
1606,1616651,1616267,,,
1607,1617641,1617267,,,
1608,1618651,1618268,,,
1609,1619663,1619268,,,
1610,1620701,1620269,,,
1611,1621659,1621269,,,
1612,1622688,1622269,,,
1613,1623657,1623270,,,
1614,1624676,1624270,,,
1615,1625678,1625271,,,
1616,1626677,1626271,,,
1617,1627625,1627272,,,
1618,1628647,1628272,,,
1619,1629665,1629273,,,
1620,1630633,1630273,,,
1621,1631617,1631273,,,
1622,1632626,1632274,,,
1623,1633617,1633274,,,
1624,1634640,1634275,,,
1625,1635621,1635275,,,
1626,1636618,1636276,,,
1627,1637680,1637276,,,
1628,1638690,1638277,,,
1629,1639623,1639277,,,
1630,1640651,1640278,,,
1631,1641664,1641278,,,
1632,1642662,1642278,,,
1633,1643680,1643279,,,
1634,1644679,1644280,,,
1635,1645662,1645281,,,
1636,1646685,1646281,,,
1637,1647725,1647282,,,
1638,1648674,1648282,,,
1639,1649666,1649283,,,
1640,1650728,1650283,,,
1641,1651684,1651283,,,
1642,1652690,1652284,,,
1643,1653671,1653284,,,
1644,1654662,1654285,,,
1645,1655662,1655285,,,
1646,1656657,1656286,,,
1647,1657656,1657286,,,
1648,1658665,1658287,,,
1649,1659665,1659287,,,
1650,1660688,1660288,,,
1651,1661686,1661288,,,
1652,1662714,1662288,,,
1653,1663713,1663289,,,
1654,1664735,1664289,,,
1655,1665714,1665290,,,
1656,1666712,1666290,,,
1657,1667680,1667291,,,
1658,1668713,1668291,,,
1659,1669678,1669292,,,
1660,1670695,1670292,,,
1661,1671736,1671292,,,
1662,1672694,1672293,,,
1663,1673675,1673293,,,
1664,1674742,1674295,,,
1665,1675683,1675295,,,
1666,1676678,1676296,,,
1667,1677724,1677296,,,
1668,1678747,1678297,,,
1669,1679731,1679297,,,
1670,1680738,1680297,,,
1671,1681728,1681298,,,
1672,1682733,1682298,,,
1673,1683767,1683299,,,
1674,1684773,1684299,,,
1675,1685825,1685300,,,
1676,1686837,1686300,,,
1677,1687814,1687301,,,
1678,1688781,1688301,,,
1679,1689817,1689302,,,
1680,1690840,1690302,,,
1681,1691765,1691302,,,
1682,1692778,1692303,,,
1683,1693779,1693303,,,
1684,1694791,1694304,,,
1685,1695766,1695304,,,
1686,1696787,1696305,,,
1687,1697769,1697305,,,
1688,1698786,1698306,,,
1689,1699727,1699306,,,
1690,1700759,1700306,,,
1691,1701806,1701307,,,
1692,1702788,1702307,,,
1693,1703811,1703309,,,
1694,1704787,1704309,,,
1695,1705801,1705310,,,
1696,1706758,1706310,,,
1697,1707725,1707311,,,
1698,1708749,1708311,,,
1699,1709840,1709312,,,
1700,1710852,1710312,,,
1701,1711790,1711312,,,
1702,1712799,1712313,,,
1703,1713835,1713313,,,
1704,1714844,1714314,,,
1705,1715846,1715314,,,
1706,1716812,1716315,,,
1707,1717763,1717315,,,
1708,1718843,1718316,,,
1709,1719799,1719316,,,
1710,1720802,1720316,,,
1711,1721800,1721317,,,
1712,1722726,1722317,,,
1713,1723735,1723318,,,
1714,1724807,1724318,,,
1715,1725801,1725319,,,
1716,1726819,1726319,,,
1717,1727808,1727320,,,
1718,1728831,1728320,,,
1719,1729743,1729320,,,
1720,1730798,1730321,,,
1721,1731796,1731321,,,
1722,1732853,1732323,,,
1723,1733803,1733323,,,
1724,1734805,1734324,,,
1725,1735804,1735324,,,
1726,1736878,1736325,,,
1727,1737848,1737325,,,
1728,1738812,1738326,,,
1729,1739815,1739326,,,
1730,1740809,1740326,,,
1731,1741828,1741327,,,
1732,1742827,1742327,,,
1733,1743809,1743328,,,
1734,1744827,1744328,,,
1735,1745824,1745329,,,
1736,1746865,1746329,,,
1737,1747841,1747330,,,
1738,1748850,1748330,,,
1739,1749810,1749330,,,
1740,1750821,1750331,,,
1741,1751885,1751331,,,
1742,1752829,1752332,,,
1743,1753860,1753332,,,
1744,1754843,1754333,,,
1745,1755883,1755333,,,
1746,1756876,1756334,,,
1747,1757878,1757334,,,
1748,1758886,1758334,,,
1749,1759819,1759335,,,
1750,1760848,1760335,,,
1751,1761823,1761337,,,
1752,1762837,1762337,,,
1753,1763795,1763338,,,
1754,1764782,1764338,,,
1755,1765821,1765339,,,
1756,1766819,1766339,,,
1757,1767892,1767340,,,
1758,1768821,1768340,,,
1759,1769837,1769340,,,
1760,1770849,1770341,,,
1761,1771854,1771341,,,
1762,1772893,1772342,,,
1763,1773847,1773342,,,
1764,1774878,1774343,,,
1765,1775787,1775343,,,
1766,1776845,1776344,,,
1767,1777892,1777344,,,
1768,1778897,1778344,,,
1769,1779876,1779345,,,
1770,1780837,1780345,,,
1771,1781796,1781346,,,
1772,1782809,1782346,,,
1773,1783810,1783347,,,
1774,1784844,1784347,,,
1775,1785759,1785348,,,
1776,1786830,1786348,,,
1777,1787793,1787348,,,
1778,1788897,1788349,,,
1779,1789811,1789349,,,
1780,1790824,1790351,,,
1781,1791792,1791351,,,
1782,1792843,1792352,,,
1783,1793840,1793352,,,
1784,1794838,1794353,,,
1785,1795837,1795353,,,
1786,1796796,1796354,,,
1787,1797800,1797354,,,
1788,1798779,1798354,,,
1789,1799797,1799355,,,
1790,1800757,1800355,,,
1791,1801756,1801356,,,
1792,1802787,1802356,,,
1793,1803784,1803357,,,
1794,1804761,1804357,,,
1795,1805787,1805358,,,
1796,1806748,1806358,,,
1797,1807778,1807358,,,
1798,1808788,1808359,,,
1799,1809841,1809359,,,
1800,1810805,1810360,,,
1801,1811844,1811360,,,
1802,1812843,1812361,,,
1803,1813801,1813361,,,
1804,1814835,1814362,,,
1805,1815747,1815362,,,
1806,1816790,1816363,,,
1807,1817786,1817363,,,
1808,1818760,1818363,,,
1809,1819760,1819365,,,
1810,1820755,1820365,,,
1811,1821789,1821366,,,
1812,1822787,1822366,,,
1813,1823738,1823367,,,
1814,1824849,1824367,,,
1815,1825813,1825368,,,
1816,1826826,1826368,,,
1817,1827806,1827368,,,
1818,1828813,1828369,,,
1819,1829757,1829369,,,
1820,1830809,1830370,,,
1821,1831851,1831370,,,
1822,1832800,1832371,,,
1823,1833848,1833371,,,
1824,1834809,1834372,,,
1825,1835871,1835372,,,
1826,1836789,1836372,,,
1827,1837797,1837373,,,
1828,1838821,1838373,,,
1829,1839747,1839374,,,
1830,1840811,1840374,,,
1831,1841758,1841375,,,
1832,1842856,1842375,,,
1833,1843802,1843376,,,
1834,1844767,1844376,,,
1835,1845792,1845377,,,
1836,1846787,1846377,,,
1837,1847768,1847377,,,
1838,1848763,1848379,,,
1839,1849763,1849379,,,
1840,1850814,1850380,,,
1841,1851816,1851380,,,
1842,1852858,1852381,,,
1843,1853846,1853381,,,
1844,1854850,1854382,,,
1845,1855807,1855382,,,
1846,1856867,1856382,,,
1847,1857824,1857383,,,
1848,1858803,1858383,,,
1849,1859824,1859384,,,
1850,1860813,1860384,,,
1851,1861823,1861385,,,
1852,1862874,1862385,,,
1853,1863848,1863386,,,
1854,1864849,1864386,,,
1855,1865874,1865387,,,
1856,1866887,1866387,,,
1857,1867881,1867387,,,
1858,1868822,1868388,,,
1859,1869862,1869388,,,
1860,1870848,1870389,,,
1861,1871813,1871389,,,
1862,1872933,1872390,,,
1863,1873855,1873390,,,
1864,1874934,1874391,,,
1865,1875881,1875391,,,
1866,1876896,1876391,,,
1867,1877880,1877393,,,
1868,1878897,1878393,,,
1869,1879880,1879394,,,
1870,1880850,1880394,,,
1871,1881812,1881395,,,
1872,1882840,1882395,,,
1873,1883839,1883396,,,
1874,1884877,1884396,,,
1875,1885863,1885396,,,
1876,1886837,1886397,,,
1877,1887819,1887397,,,
1878,1888836,1888398,,,
1879,1889809,1889398,,,
1880,1890827,1890399,,,
1881,1891825,1891399,,,
1882,1892843,1892400,,,
1883,1893882,1893400,,,
1884,1894865,1894401,,,
1885,1895859,1895401,,,
1886,1896865,1896401,,,
1887,1897846,1897402,,,
1888,1898897,1898402,,,
1889,1900045,1899403,,,
1890,1900891,1900403,,,
1891,1902083,1901404,,,
1892,1902846,1902404,,,
1893,1904094,1903405,,,
1894,1904855,1904405,,,
1895,1905824,1905406,,,
1896,1906832,1906407,,,
1897,1907844,1907407,,,
1898,1908843,1908408,,,
1899,1909846,1909408,,,
1900,1911046,1910409,,,
1901,1911832,1911409,,,
1902,1912840,1912410,,,
1903,1913851,1913410,,,
1904,1914853,1914411,,,
1905,1915835,1915411,,,
1906,1916906,1916411,,,
1907,1917876,1917412,,,
1908,1918852,1918412,,,
1909,1919877,1919413,,,
1910,1920871,1920413,,,
1911,1921876,1921414,,,
1912,1922895,1922414,,,
1913,1923833,1923415,,,
1914,1924826,1924415,,,
1915,1925831,1925415,,,
1916,1926871,1926416,,,
1917,1927833,1927416,,,
1918,1928841,1928417,,,
1919,1929821,1929417,,,
1920,1930873,1930418,,,
1921,1931821,1931418,,,
1922,1932840,1932419,,,
1923,1933850,1933419,,,
1924,1934833,1934420,,,
1925,1935821,1935421,,,
1926,1936845,1936421,,,
1927,1937895,1937422,,,
1928,1938895,1938422,,,
1929,1939830,1939423,,,
1930,1940955,1940423,,,
1931,1941931,1941424,,,
1932,1942878,1942424,,,
1933,1943890,1943425,,,
1934,1944890,1944425,,,
1935,1945888,1945425,,,
1936,1946904,1946426,,,
1937,1947944,1947426,,,
1938,1948921,1948427,,,
1939,1949911,1949427,,,
1940,1950901,1950428,,,
1941,1951886,1951428,,,
1942,1952856,1952429,,,
1943,1953845,1953429,,,
1944,1954853,1954429,,,
1945,1955826,1955430,,,
1946,1956829,1956430,,,
1947,1957836,1957431,,,
1948,1958915,1958431,,,
1949,1959964,1959432,,,
1950,1960906,1960432,,,
1951,1961954,1961433,,,
1952,1962958,1962433,,,
1953,1963952,1963435,,,
1954,1964896,1964435,,,
1955,1965947,1965435,,,
1956,1966898,1966436,,,
1957,1967900,1967436,,,
1958,1968964,1968437,,,
1959,1969918,1969437,,,
1960,1970923,1970438,,,
1961,1971915,1971438,,,
1962,1972907,1972439,,,
1963,1973905,1973439,,,
1964,1974857,1974439,,,
1965,1975904,1975440,,,
1966,1976908,1976440,,,
1967,1977916,1977441,,,
1968,1978925,1978441,,,
1969,1979978,1979442,,,
1970,1980960,1980442,,,
1971,1981926,1981443,,,
1972,1982992,1982443,,,
1973,1983976,1983443,,,
1974,1984956,1984444,,,
1975,1985930,1985444,,,
1976,1986971,1986445,,,
1977,1987927,1987445,,,
1978,1988943,1988446,,,
1979,1989969,1989446,,,
1980,1990934,1990447,,,
1981,1991932,1991447,,,
1982,1992923,1992449,,,
1983,1993909,1993449,,,
1984,1994940,1994449,,,
1985,1995927,1995450,,,
1986,1996886,1996450,,,
1987,1997882,1997451,,,
1988,1998834,1998451,,,
1989,1999886,1999452,,,
1990,2000943,2000452,,,
1991,2001937,2001453,,,
1992,2002895,2002453,,,
1993,2003945,2003453,,,
1994,2004946,2004454,,,
1995,2005932,2005454,,,
1996,2006927,2006455,,,
1997,2007895,2007455,,,
1998,2008902,2008456,,,
1999,2009857,2009456,,,
2000,2010855,2010457,,,
2001,2011852,2011457,,,
2002,2012882,2012457,,,
2003,2013860,2013458,,,
2004,2014851,2014458,,,
2005,2015901,2015459,,,
2006,2016902,2016459,,,
2007,2017912,2017460,,,
2008,2018897,2018460,,,
2009,2019897,2019461,,,
2010,2020937,2020462,,,
